,book_id_title,book_id,book_title,book_series,book_series_uri,isbn,isbn13,year_first_published,author,num_pages,genres,shelves,lists,num_ratings,num_reviews,average_rating,rating_distribution,adjusted_average_rating
33,15820983-me-and-you,15820983,Me And You,,,0857861972,9788806206802,2010.0,Niccolò Ammaniti,176.0,"['Fiction', 'European Literature > Italian Literature', 'Cultural > Italy', 'Contemporary', 'Young Adult', 'Young Adult > Coming Of Age', 'Academic > School', 'Novels', 'Family', 'Drama']","{'to-read': 2604, 'currently-reading': 104, 'fiction': 88, 'italian': 62, 'favorites': 39, 'italiani': 38, 'letteratura-italiana': 36, 'italy': 35, 'contemporary': 31, 'owned': 29, 'young-adult': 29, 'italiano': 28, 'italia': 28, 'ebook': 28, 'narrativa': 26, 'italian-literature': 25, 'default': 24, '2020': 23, 'italiana': 21, 'books-i-own': 18, '2019': 17, '2016': 17, '2012': 16, '2021': 15, 'narrativa-italiana': 15, '2018': 14, '2017': 14, '2014': 14, 'own': 14, '2015': 13, 'coming-of-age': 13, '2013': 13, 'school': 13, 'audiobook': 12, 'scuola': 11, 'novel': 11, 'contemporanei': 11, '2011': 11, 'einaudi': 10, 'in-libreria': 10, 'ya': 10, 'family': 9, 'drama': 9, 'kindle': 9, 'literature': 9, '2022': 8, 'ammaniti': 8, 'read-in-2013': 8, 'romanzo': 8, 'romanzi': 8, 'libreria': 7, 'ebooks': 7, 'e-books': 7, 'translation': 7, 'contemporary-fiction': 7, 'library': 7, 'read-in-2012': 7, 'wishlist': 7, 'finished': 7, 'audiolibro': 6, 'ლიტ-ოდისეა': 6, 'audiolibri': 6, 'preferiti': 6, '21st-century': 6, 'in-italiano': 6, 'letti': 6, 'autori-italiani': 6, 'my-library': 6, 'to-buy': 6, 'wish-list': 6, 'for-school': 5, 'e-book': 5, 'novels': 5, 'audiobooks': 5, 'read-in-2014': 5, 'favourites': 5, 'libri': 5, 'owned-books': 5, 'in-italian': 5, 'read-in-italian': 5, 'physical-tbr': 4, 'my-books': 4, 'literatuur': 4, 'italian-fiction': 4, 'literary-fiction': 4, 'read-in-2015': 4, 'translated': 4, 'general-fiction': 4, 'scrittori-italiani': 4, 'italiaans': 4, 'fictie': 4, 'translated-fiction': 4, 'short-stories': 4, 'books': 4, 'europe': 4, 'literatura-italiana': 4, 'read-2013': 4, 'drugs': 4, 'italian-writers': 4, 'novellas': 4}",{},10152,725,3.55,"{'5 Stars': 1768, '4 Stars': 3680, '3 Stars': 3391, '2 Stars': 1031, '1 Star': 282}",3.407470981126696
34,16017382-siberische-opvoeding,16017382,Siberische opvoeding,,,8806195522,9788806195526,2009.0,Nicolai Lilin,,"['Nonfiction', 'Cultural > Russia', 'Biography', 'Mystery > Crime', 'Autobiography > Memoir', 'Crime > True Crime', 'Audiobook', 'History', 'Biography Memoir', 'Biography > Autobiography']","{'to-read': 2119, 'currently-reading': 139, 'non-fiction': 44, 'russia': 25, 'ebook': 23, 'biography': 23, 'crime': 21, 'default': 19, 'favorites': 19, 'narrativa': 17, 'fiction': 15, 'nonfiction': 12, 'memoir': 11, 'owned': 10, '2018': 9, 'libreria': 8, 'einaudi': 8, '2015': 8, 'true-crime': 8, 'abandoned': 8, 'italiano': 7, 'wishlist': 7, '2011': 7, 'my-books': 6, 'own': 6, '2013': 6, 'russian': 6, 'audiobooks': 5, '2020': 5, 'letteratura-italiana': 5, 'italiani': 5, 'biografie': 5, 'russi': 5, 'history': 5, '2017': 5, '2016': 5, 'biography-memoir': 5, 'romanzi': 5, 'autobiography': 5, 'first-reads': 5, 'wish-list': 5, '2021': 4, 'autori-italiani': 4, 'abbandonati': 4, 'thriller': 4, '2019': 4, 'in-libreria': 4, 'war': 4, 'unfinished': 4, 'letteratura-russa': 4, 'read-in-2013': 4, 'eastern-europe': 4, 'memoirs': 4, 'contemporary-fiction': 3, '21st-century': 3, 'autori-russi': 3, 'romanzo': 3, 'narrativa-russa': 3, 'italia': 3, 'da-comprare': 3, 'contemporary': 3, 'my-library': 3, 'roman': 3, 'transnistria': 3, 'action': 3, 'e-book': 3, 'italian': 3, 'narrativa-italiana': 3, 'ebooks': 3, 'cultural-russia': 3, 'russian-literature': 3, 'novel': 3, 'read-in-2011': 3, 'c5': 2, '2022': 2, 'letture-2020': 2, 'swapped-in': 2, 'swapped-away': 2, 'home-library': 2, 'presi-in-prestito': 2, 'narrativa-contemporanea': 2, 'novela': 2, 'posseduti': 2, '2000s': 2, 'europe': 2, 'xxi-secolo': 2, 'nella-mia-libreria': 2, 'letteratura-contemporanea': 2, 'italian-literature': 2, 'gdl': 2, 'contemporanea': 2, 'bio': 2, 'russa': 2, 'gruppo-di-lettura': 2, 'moldavia': 2, 'historical-fiction': 2, 'crime-true-crime': 2, 'biography-memoirs': 2, 'biography-autobiography-memoir': 2, 'biblioteca': 2}",{},3847,320,3.7,"{'5 Stars': 894, '4 Stars': 1449, '3 Stars': 1078, '2 Stars': 322, '1 Star': 104}",3.487478160071995
35,16018050-wit-als-melk-rood-als-bloed,16018050,Wit als melk rood als bloed,,,8804595183,9788804595182,2010.0,Alessandro D'Avenia,,"['Young Adult', 'Romance', 'Contemporary', 'Fiction', 'European Literature > Italian Literature', 'Novels', 'Drama', 'Cultural > Italy', 'Young Adult > Teen', 'Academic > School']","{'to-read': 5518, 'currently-reading': 252, 'favorites': 112, 'young-adult': 104, 'romance': 82, 'contemporary': 59, 'fiction': 50, 'ya': 48, 'letteratura-italiana': 40, 'ebook': 38, 'italian': 36, 'owned': 35, 'italiani': 35, 'narrativa': 30, 'italian-literature': 30, '2014': 25, 'default': 25, 'romanzi': 25, 'italiana': 25, '2015': 23, 'books-i-own': 23, 'libreria': 19, 'italia': 17, 'narrativa-italiana': 17, 'own': 17, 'in-libreria': 16, 'owned-books': 16, 'novels': 16, 'wishlist': 15, '2016': 14, 'italiano': 14, 'e-book': 14, '2013': 13, '2011': 13, 'books': 12, 'drama': 12, 'italy': 12, '2012': 12, 'library': 12, '2018': 11, 'stand-alone': 11, 'romanzo': 10, 'libri': 10, 'juvenil': 10, 'read-in-italian': 10, 'netgalley': 9, 'autori-italiani': 9, 'preferiti': 9, '2010': 9, 'my-books': 8, 'italian-books': 8, 'abbandonati': 8, 'favourites': 8, '2021': 7, 'da-comprare': 7, 'teen': 7, 'contemporary-fiction': 7, 'letti': 7, 'favoritos': 7, 'to-buy': 7, 'school': 7, 'kindle': 7, 'wish-list': 7, 'novel': 6, 'dnf': 6, 'scuola': 6, 'alessandro-d-avenia': 6, 'read-in-2015': 6, 'biblioteca': 6, 'read-in-2014': 6, 'mondadori': 6, 'male-pov': 6, '2020': 5, 'ebooks': 5, 'bookshelf': 5, 'cartaceo': 5, '2017': 5, 'on-my-shelf': 5, 'italian-lit': 5, 'italian-authors': 5, 'i-own': 5, 'love': 5, 'high-school': 5, 'letto': 5, 'standalone': 5, 'gave-up-on': 5, '2022': 4, 'my-library': 4, '2019': 4, 'coming-of-age': 4, 'lett-italiana': 4, 'cartacei': 4, 'read-2016': 4, '3-stars': 4, 'sub': 4, 'arc': 4, 'book-club': 4, 'rosa': 3, 'novela': 3, 'audiobooks': 3}",{},15145,822,3.52,"{'5 Stars': 3441, '4 Stars': 4544, '3 Stars': 4415, '2 Stars': 1881, '1 Star': 864}",3.3858452976639257
36,16072015-new-finnish-grammar,16072015,New Finnish Grammar,,,8845251705,9781903517949,2000.0,Diego Marani,,"['Fiction', 'Cultural > Italy', 'Historical > Historical Fiction', 'Humanities > Language', 'War', 'European Literature > Italian Literature', 'Historical', 'Contemporary', 'Literature', 'War > World War II']","{'to-read': 761, 'currently-reading': 71, 'fiction': 36, 'italy': 19, 'historical-fiction': 18, '2012': 12, 'finland': 12, 'language': 11, 'default': 9, 'war': 9, 'italian': 8, 'owned': 8, 'favorites': 8, 'historical': 8, 'in-translation': 8, '2016': 7, 'translated': 7, 'own': 7, 'contemporary': 7, 'literature': 7, 'translation': 7, 'wwii': 6, 'books-i-own': 6, 'to-buy': 6, '2020': 5, '2014': 5, 'italian-lit': 5, 'european-literature': 5, 'italian-literature': 5, 'bookclub': 5, 'read-2012': 5, 'wishlist': 5, 'nedopričljivi': 4, 'identity': 4, '2015': 4, 'translations': 4, 'owned-books': 4, 'wish-list': 4, 'ebook': 4, 'fiction-in-translation': 4, 'library': 4, 'novels': 4, 'contemporary-fiction': 4, 'europe-italy': 3, '2019': 3, '2017': 3, 'narrativa': 3, 'novel-cure': 3, 'italia': 3, 'maybe': 3, 'history': 3, 'book-club': 3, 'abandoned': 3, 'literary-fiction': 3, 'book-group': 3, 'read-in-2012': 3, '2021': 2, 'europe-finland': 2, 'genre-fiction': 2, 'ficcao': 2, 'read-2019': 2, 'around-the-world': 2, '2018': 2, 'print': 2, 'roman': 2, 'italiana': 2, 'european-lit': 2, 'europe': 2, 'world': 2, 'linguistics': 2, 'shelfari-wishlist': 2, 'to-read-fiction': 2, 'world-war-two': 2, 'romance': 2, 'lingfic': 2, '1': 2, 'italiani': 2, 'unfinished': 2, 'btba': 2, 'contemporary-literature': 2, 'fiction-to-read': 2, 'mystery': 2, '2014-challenge': 2, 'gave-up': 2, 'euroman': 2, 'psychology': 2, 'genre-historical': 2, 'ebooks': 2, '2000': 2, 'favourites': 2, 'kindle': 2, 'narrativa-italiana': 2, 'translated-fiction': 2, 'italian-fiction': 2, 'kirjastokirja': 1, 'abc': 1, '2000-2009': 1, 'βιβλιότοπος': 1, 'scandinavia': 1, 'it': 1}",{},1431,224,3.49,"{'5 Stars': 242, '4 Stars': 479, '3 Stars': 491, '2 Stars': 170, '1 Star': 49}",3.2298237771814415
37,16369923-the-last-dragon,16369923,The Last Dragon,L'Ultimo Elfo #1,/series/55461-l-ultimo-elfo,0786836369,9780786836369,2004.0,Silvana De Mari,,"['Fantasy', 'Fantasy > Dragons', 'Young Adult', 'Fiction', 'Childrens', 'Adventure', 'Childrens > Middle Grade', 'European Literature > Italian Literature', 'Fantasy > Magic', 'Fantasy > High Fantasy']","{'to-read': 2005, 'fantasy': 382, 'favorites': 134, 'currently-reading': 114, 'dragons': 70, 'young-adult': 57, 'own': 46, 'fiction': 45, 'owned': 43, 'books-i-own': 31, 'children': 25, 'adventure': 22, 'childrens': 18, 'default': 15, 'children-s': 14, 'middle-grade': 14, 'italian': 13, 'magic': 13, 'high-fantasy': 12, 'favourites': 11, 'ebook': 11, 'my-library': 10, 'owned-books': 10, 'ya': 10, 'sub': 9, 'teen': 9, 'italiani': 8, 'childhood-reads': 8, 'to-buy': 8, 'library': 8, 'narrativa': 7, 'elves': 7, 'did-not-finish': 7, 'audiobook': 7, 'dnf': 6, '2017': 6, '2016': 6, 'wish-list': 6, 'series': 6, 'my-books': 6, 'dragon': 6, 'favorite-books': 6, '2020': 5, 'ragazzi': 5, '4-stars': 5, 'children-s-books': 5, 'childhood': 5, 'audiobooks': 5, 'translated': 5, 'favorite': 5, '2010': 5, 'physical': 4, 'sad': 4, 'italy': 4, 'autori-italiani': 4, 'wishlist': 4, 'kids': 4, 'italian-lit': 4, '2015': 4, 'childrens-books': 4, 'library-book': 4, 'ya-fantasy': 4, '2014': 4, 'here-be-dragons': 4, 'home': 4, 'books': 4, 'italian-literature': 4, 'it-wikipedia': 4, 'middle-school': 4, 'dragon-books': 4, '8th-grade': 4, 'children-s-literature': 4, 'ya-fiction': 4, 'translation': 4, 'juvenile-fiction': 4, 'physical-tbr': 3, 'bücherregal': 3, '2019': 3, 'genre-fantasy': 3, 'physical-books': 3, 'childhood-favs': 3, 'tbr': 3, 'l-ultimo-elfo': 3, 'infanzia': 3, 'fantastico': 3, 'italiano': 3, 'young-adult-fantasy': 3, 'childhood-books': 3, 'italiana': 3, 'biblioteca': 3, 'bambini': 3, '2011': 3, '2009': 3, '5-stars': 3, 'letteratura-italiana': 3, '21st-century': 3, 'e-book': 3, 'audio': 3, 'sci-fi-fantasy': 3, 'childhood-favorites': 3}",{},4616,426,4.03,"{'5 Stars': 1842, '4 Stars': 1503, '3 Stars': 933, '2 Stars': 229, '1 Star': 109}",3.8584643382037616
38,16678307-the-last-of-the-vostyachs,16678307,The Last of the Vostyachs,,,1907650563,9781907650567,2002.0,Diego Marani,176.0,"['Fiction', 'Cultural > Italy', 'Humanities > Language', 'Literature', 'Novels']","{'to-read': 147, 'fiction': 9, 'italy': 7, 'language': 3, 'finland': 3, 'literature': 3, 'translated': 2, 'abandoned': 2, '2014': 2, 'novel': 2, 'wishlist': 2, 'translation': 2, 'iffp': 2, '2000-2009': 1, 'international-booker': 1, 'to-read-other': 1, 'books-actually-read-2017': 1, 'specific-category-prizes': 1, 'my-e-books': 1, 'italy-greece': 1, 'recommended-by-ma-orthofer': 1, 'owned-but-not-read': 1, 'my-calibre-library': 1, 'ebook': 1, 'pop-linguistics': 1, 'owned': 1, 'literary-fiction': 1, 'decade-2000s': 1, 'italian': 1, 'sewing-room-shelf-2-back-row': 1, 'fiction-i-own': 1, 'anmeldereksemplar<br/>er': 1, 'more': 1, '_fiction': 1, 'new-torchlight-list': 1, '2017-reading-list': 1, 'favourites': 1, 'realistic-novels': 1, 'part-read-research': 1, 'read-2013': 1, '2013': 1, 'translated-books-project': 1, 'been-meaning-to-read-since-forever': 1, 'default': 1, '2016': 1, 'kindle': 1, 'c21st': 1, '13review': 1, 'translations': 1, 'contemporary-lit': 1, 'male': 1, 'author': 1, 'lo-voglio': 1, 'italiani': 1, 'recently-scanned': 1, 'nordic': 1, 'languages': 1, 'eastern-europe': 1, 'contemporary-literature': 1, 'may-2014': 1, 'wish-list': 1, 'ebooks': 1, 'brisbane': 1, 'want': 1, 'library-loans': 1, 'lit-italian': 1, 'europe': 1, 'acquistati': 1, 'considering': 1, 'review-copies': 1, 'phil-o-sophist': 1, 'on-my-shelves': 1, 'complete-review-to-read': 1, '2010s': 1, 'scandinavian-lit': 1, 'russia': 1, 'prison-novels': 1, 'new-translation': 1, 'ivory-tower': 1, 'found-in-translation': 1, 'feral-children': 1, 'comedy': 1, 'captivity': 1, '21st-century-fic': 1, 'coasters': 1, 'contemporary-fiction': 1, 'torchlight-list2': -1, 'to-read-in-2017': -1, 'literary-to-read': -1}",{},130,26,3.48,"{'5 Stars': 18, '4 Stars': 51, '3 Stars': 41, '2 Stars': 16, '1 Star': 4}",2.7188714774919367
39,16959595-reasonable-doubts,16959595,Reasonable Doubts,Guido Guerrieri #3,/series/65453-guido-guerrieri,8838921466,9788838921469,2006.0,Gianrico Carofiglio,275.0,"['Mystery > Crime', 'Mystery', 'Cultural > Italy', 'Fiction', 'European Literature > Italian Literature', 'Thriller', 'Mystery > Noir', 'Thriller > Legal Thriller', 'Thriller > Mystery Thriller', 'Audiobook']","{'to-read': 568, 'currently-reading': 42, 'crime': 32, 'default': 26, 'mystery': 19, 'italy': 19, 'gialli': 18, 'fiction': 18, 'giallo': 16, 'italia': 15, 'ebook': 14, 'italian': 14, 'italiani': 12, 'thriller': 12, 'narrativa': 12, 'italiano': 9, 'carofiglio': 9, 'crime-fiction': 8, '2020': 7, 'audible': 7, 'letteratura-italiana': 7, 'narrativa-italiana': 7, 'finished': 7, 'italiana': 7, 'noir': 7, 'legal-thriller': 7, 'audio': 6, '2021': 5, '2016': 5, 'libreria': 5, 'krimi': 5, 'romanzi': 5, 'owned': 5, 'gianrico-carofiglio': 4, '2018': 4, 'mystery-thriller': 4, 'audiobooks': 4, 'favorites': 4, '2011': 4, 'own': 3, 'audiolibro': 3, '2019': 3, 'audiolibri': 3, 'mysteries-thrillers': 3, 'biblioteca': 3, 'read-2016': 3, 'autori-italiani': 3, 'scrittori-italiani': 3, 'kindle': 3, 'it': 3, 'guido-guerrieri': 3, 'ebooks': 3, 'italian-literature': 3, 'sellerio': 3, 'audiobook': 3, 'gialli-thriller-noir': 3, 'romanzo': 3, 'a5': 2, '2022': 2, 'audio-books': 2, '2000': 2, '2017': 2, 'italien': 2, 'lett-italiana': 2, 'gialli-thriller': 2, 'books': 2, 'my-books': 2, 'novels': 2, 'italian-lit': 2, 'puglia': 2, 'guerrieri': 2, 'preferiti': 2, 'my': 2, 'suspense': 2, 'serie': 2, 'digital': 2, 'in': 2, 'legal': 2, 'mystery-suspense': 2, '2009': 2, 'wishlist': 2, 'read-in-italian': 2, 'wish-list': 2, 'in-italiano': 2, 'gialli-italiani': 2, 'belli': 2, '2006': 1, '1': 1, 'carofiglio-gianrico': 1, 'read-in-2022': 1, 'giovinezza': 1, 'romanzi-ita': 1, 'contemporanei': 1, 'da-comprare': 1, 'already-in': 1, 'c': 1, 'gialli-noir': 1, 'finiti': 1, 'letti-nel-2019': 1, 'thriller-giallo-noir': 1}",{},2719,151,3.92,"{'5 Stars': 726, '4 Stars': 1202, '3 Stars': 665, '2 Stars': 108, '1 Star': 18}",3.6165362005290045
40,17080183-tyrant,17080183,Tyrant,,,0330426540,9780330426541,2003.0,Valerio Massimo Manfredi,250.0,"['Historical > Historical Fiction', 'Historical', 'Fiction', 'Romance > Historical Romance', 'Fantasy', 'Cultural > Italy', 'Cultural > Greece', 'European Literature > Italian Literature', 'Novels', 'History > Ancient History']","{'to-read': 842, 'historical-fiction': 84, 'currently-reading': 46, 'historical': 31, 'fiction': 20, 'default': 16, 'history': 13, 'romanzo-storico': 12, 'storico': 9, 'valerio-massimo-manfredi': 8, 'books-i-own': 8, 'owned': 8, 'romanzi-storici': 7, 'novela-histórica': 6, 'library': 6, 'storia': 6, 'fantasy': 6, 'own': 6, 'novela-historica': 6, 'favorites': 6, 'romanzo': 6, 'italy': 5, 'manfredi': 5, 'greece': 5, 'italian': 5, 'novela': 5, 'romanzi': 4, 'avventura': 4, 'biblioteca': 4, 'started': 4, 'not': 4, 'historical-novels': 4, 'ancient-greece': 4, 'historic-fiction': 4, 'historic': 4, 'libri': 3, 'novels': 3, 'my-books': 3, 'to-buy': 3, 'storici': 3, 'libreria': 3, 'sicily': 3, 'finished': 3, 'historical-novel': 3, 'autori-italiani': 3, 'italiano': 3, 'narrativa': 3, 'italiani': 3, 'ancient-history': 3, 'ficción-histórica': 2, 'narrativa-italiana': 2, 'libreria-personale': 2, 'kindle': 2, 'italia': 2, 'literature': 2, 'italian-literature': 2, 'letteratura-italiana': 2, 'collection': 2, 'in-casa': 2, 'a-novela-historica': 2, 'action-adventure': 2, 'historia': 2, 'wish-list': 2, 'm': 2, 'it-wikipedia': 2, 'manfredi-valerio-massimo': 2, 'novelas': 2, 'classical-world': 2, 'historica': 2, 'histórica': 2, 'manfredi-v-m': 2, 'italiana': 2, 'greeks': 2, 'non-letto': 1, '1': 1, 'books-i-have-havent-read': 1, 'tsl': 1, 'have-in-library': 1, 'g-s-bookshelves': 1, 'my-shelf': 1, 'my-mini-library-at-home': 1, 'books': 1, 'lett-italiana': 1, 'stand-alone-da-leggere': 1, 'pre-goodreads': 1, 'popsugar-2022': 1, 'on-my-shelf': 1, 'purchased': 1, 'listofshame': 1, 'in-vendita': 1, 'ebook': 1, 'rep-greek': 1, 'fiction-romance': 1, 'fiction-adult': 1, 'hard-to-find': 1, 'biblioteca-pública': 1, 'not-read-second-row': 1, 'books-i-own-to-be-read': 1, 'books-on-my-shelf': 1, 'valerio_massimo_m<br/>anfredi': 1}",{},2153,89,3.74,"{'5 Stars': 519, '4 Stars': 779, '3 Stars': 658, '2 Stars': 169, '1 Star': 28}",3.3301902620861337
41,17378251-new-thing,17378251,New Thing,,,8806162764,9788806162764,2004.0,Wu Ming 1,,"['Fiction', 'Cultural > Italy', 'Music', 'European Literature > Italian Literature', 'Historical > Historical Fiction', 'Music > Jazz']","{'to-read': 145, 'italiana': 10, 'narrativa': 10, 'ebook': 6, 'italiani': 6, 'italy': 3, 'currently-reading': 3, 'favorites': 3, 'letteratura-italiana': 3, 'fiction': 3, 'music': 3, 'storia': 3, 'italian': 3, '_type_ebooks': 2, 'italiano': 2, 'fiction-uno': 2, 'fiction-historical': 2, 'default': 2, 'italian-literature': 2, 'to-buy': 2, 'general': 2, 'kindle': 2, 'jazz': 2, 'e-book': 2, 'contemporanea': 2, '2012': 2, 'biblioteca': 2, 'narrativa-italiana': 2, 'finished': 2, 'italia': 2, 'musica': 2, 'new': 2, 'unread-fiction': 1, 'sa-45': 1, 'saggi': 1, 'not-interested': 1, 'italia_moderna': 1, 'libreria-smartphone': 1, 'novel': 1, '2000s': 1, 'recensiti': 1, 'la-mia-biblioteca-dgitale': 1, 'non-fiction': 1, 'library': 1, 'posseduti': 1, 'wishlist': 1, 'century_twentyfir<br/>st': 1, 'language_original-language': 1, 'language_italian': 1, 'internetarchive-wishlist-it': 1, 'box7': 1, 'a-casa-vc': 1, 'noir': 1, 'contemporanei': 1, 'libri-in-italiano': 1, 'italy-2019': 1, 'biblioteca-sao-paulo': 1, 'a-scaffale': 1, 'romanzi': 1, 'historical-fiction': 1, 'italian-books': 1, '2017': 1, 'past_2006': 1, 'libreria-21-aavv': 1, 'wuming-project': 1, 'post-2000': 1, 'historical': 1, 'paper': 1, 'wuming': 1, 'time-and-the-city': 1, 'southern-europe': 1, 'my-books': 1, 'always-wanted': 1, 'started': 1, 'not': 1, 'ebooks-queue': 1, 'estanteria': 1, 'prestito-biblioteca': 1, 'lubna': 1, 'not-read': 1, 'in-pc-ita': 1, '2014': 1, 'libri-sottilette': 1, 'wu-ming': 1, 'abandoned': 1, 'italians': 1, 'reviewed': 1, 'cultura_pop': 1, 'arte': 1, 'antiautoritarismo': 1, 'america': 1, 'poly-philo': 1, 'romance': 1, 'sf': 1, 'it-wikipedia': 1, 'on': 1, 'may': 1, '21': 1, 'ext': 1, 'europe': 1}",{},260,24,3.73,"{'5 Stars': 50, '4 Stars': 113, '3 Stars': 77, '2 Stars': 16, '1 Star': 4}",2.9303336337210997
42,17401383-la-primera-llum-del-mat,17401383,La primera llum del matí,,,8804613890,9788804613893,2011.0,Fabio Volo,248.0,"['European Literature > Italian Literature', 'Fiction', 'Romance', 'Womens', 'Contemporary', 'Cultural > Italy']","{'to-read': 396, 'currently-reading': 32, 'default': 11, 'ebook': 9, 'italian': 8, 'narrativa': 8, 'fabio-volo': 8, 'fiction': 7, 'romance': 6, 'italiani': 5, '2013': 4, '2014': 4, '2012': 4, 'cartacei': 3, 'libreria': 3, '2015': 3, 'physical-tbr': 2, 'narrativa-contemporánea': 2, 'italian-literature': 2, '2019': 2, '2018': 2, 'sub': 2, 'letti': 2, 'kindle': 2, 'books-i-own': 2, 'my-library': 2, 'italiano': 2, 'owned': 2, 'women': 2, 'contemporary': 2, '2011': 2, 'finished': 2, 'italy': 2, 'libri-italiani': 2, 'autori-italiani': 2, '2022': 1, 'my-new-library': 1, 'in-possesso': 1, 'library': 1, 'letti-2022': 1, 'compra': 1, 'novels': 1, 'pre2021': 1, '2': 1, 'italian-author': 1, 'book-shelf': 1, 'top-my-life': 1, 'top-07-celebration': 1, 'tbr': 1, 'fronte': 1, 'libreria-luca': 1, 'libri': 1, 'estanteria-a-0': 1, '2017': 1, 'volo': 1, 'cartaceo': 1, '2-german': 1, 'lex': 1, 'erotik': 1, 'ebooks-evtl-lesen': 1, 'protagonista-inetta': 1, 'aguarda-leitura': 1, 'not-for-me': 1, 'e-books': 1, 'da-leggere-ma-gia-in-libreria': 1, 'libreria-casa': 1, 'casa': 1, 'i-own-a-copy': 1, 'gianna': 1, 'unlimited': 1, 'leituras-de-2019': 1, 'wishread': 1, 'wishlist': 1, 'tbr-pile': 1, 'passione-per-l-italia': 1, 'my-paper-book': 1, 'maybe': 1, 'la-mia-libreria': 1, 'inconclusi': 1, 'e-book': 1, 'did-not-finish': 1, 'bought': 1, 'b-italian': 1, 'anni-precedenti': 1, '_ita': 1, 'owned-not-read-yet': 1, 'letteratura-italiana-contemporanea': 1, '2-3': 1, 'lidos-em-2019': 1, 'exemplar-digital': 1, 'shelf-vol': 1, 'mama': 1, 'terminato': 1, 'paper': 1, 'castel-mella': 1, 'scaffali': 1, 'not-interested': 1, 'contemporanei-italiani': 1, 'in-italian': 1, 'mo-kindle': 1}",{},1532,120,3.05,"{'5 Stars': 210, '4 Stars': 318, '3 Stars': 507, '2 Stars': 326, '1 Star': 171}",2.6963105416105826
43,17430124-the-d-case-or-the-truth-about-the-mystery-of-edwin-drood,17430124,The D Case Or The Truth About The Mystery Of Edwin Drood,,,0156236001,9780156236003,1993.0,Carlo Fruttero,608.0,"['Mystery', 'Fiction', 'Classics', 'Literature', 'Cultural > Italy', 'Mystery > Crime', 'Literature > 19th Century', 'European Literature > British Literature', 'Literature > 20th Century']","{'to-read': 433, 'mystery': 20, 'fiction': 13, 'wishlist': 12, 'currently-reading': 9, 'mysteries': 7, 'own': 6, 'narrativa': 5, 'gialli': 5, 'owned': 5, 'italiani': 4, 'classics': 4, 'books-i-own': 4, 'sherlock-holmes': 3, 'literature': 3, 'italy': 3, 'favorites': 3, 'crime': 3, '19th-century': 3, 'mistero': 2, 'lett-italiana': 2, 'italiana': 2, 'italia': 2, 'in-italian': 2, 'british-literature': 2, 'autori-italiani': 2, '20th-century': 2, 'owned-books': 2, 'mystery-crime': 2, 'library': 2, 'dickens': 2, 'classic': 2, 'british': 2, '1000': 2, '2022': 1, 'huntley': 1, 'category-mystery': 1, 'category-general-fiction': 1, 'scaffale-12': 1, 'libri-gialli': 1, 'hiu': 1, 'victoriana': 1, 'import': 1, '5-bedroom-shelf': 1, 'added2016': 1, 'from-london-literary-review': 1, 'querzz': 1, 'la-mia-libreria': 1, 'read-2021': 1, 'letti': 1, 'italian-novels': 1, 'noir-thriller-crime': 1, 'anni_1990': 1, '54-thriller-vari': 1, 'classici-read': 1, 'estate2020': 1, 'più-des': 1, 'non-fiction': 1, 'biblioteca-read': 1, 'ingresso': 1, 'lista-c': 1, 'dad-s-library': 1, 'don-t-have': 1, 'stato_presi-in-biblioteca': 1, 'spippolo-level_alto': 1, 'readingchallenge2<br/>020': 1, 'pagine_301-400': 1, 'paese_letteratura-italiana': 1, 'genere_romanzi': 1, 'xxe': 1, 'litterature': 1, 'italie': 1, 'fiction-and-literature': 1, 'holmes': 1, 'to-buy': 1, 'einaudi': 1, 'curiosità': 1, 'book-riot-2020-read-harder': 1, 'read-again': 1, 'p-ita': 1, 'read-unknown': 1, 'loc-sold-donated': 1, 'genre-classic': 1, 'fmt-physical': 1, 'category-fiction': 1, 'auth-male': 1, 'internetarchive-wishlist-it': 1, 'default': 1, 'uk-literatura': 1, 'the-library-of-ridge-and-michelle': 1, 'kniha-o-knize': 1, 'klasika-19-stoleti': 1, 'italian-authors': 1, 'it-literatura': 1, 'dying2read': 1, 'doorstops': 1, 'detektivky': 1, 'british-authors': 1, 'bookshelf1992': 1, 'whish-list': 1}",{},294,52,3.73,"{'5 Stars': 66, '4 Stars': 121, '3 Stars': 74, '2 Stars': 28, '1 Star': 5}",3.188832135833176
