Year,Author,Work,Publisher,Award,Other,Column;;;;;;;
1980,Nerino Rossi,Melanzio,Rusconi,Premio Napoli,,;;;;;;;
1981,Fabrizia Ramondino,Althénopis,Einaudi,Premio Napoli,,;;;;;;;
1982,Gian Antonio Cibotto,Stramalora,Marsilio,Premio Napoli,,;;;;;;;
1983,Michele Anzalone,L'umana compagnia,Città Armoniosa,Premio Napoli,,;;;;;;;
1984,Fausto Gianfranceschi,Giorgio Vinci psicologo,Editoriale Nuova,Premio Napoli,,;;;;;;;
1985,Elena Gianini Belotti,Il fiore dell'ibisco,Garzanti,Premio Napoli,,;;;;;;;
1986,Raffaele La Capria,L'armonia perduta,Mondadori,Premio Napoli,,;;;;;;;
1987,Raffaele Nigro,I fuochi del Basento,Camunia,Premio Napoli,,;;;;;;;
1988,Sergio Campailla,Il paradiso terrestre,Rusconi,Premio Napoli,,;;;;;;;
1989,Carlo Sgorlon,Il caldèras,Mondadori,Premio Napoli,,;;;;;;;
1990,Sebastiano Vassalli,La chimera,Einaudi,Premio Napoli,,;;;;;;;
1991,Alberto Ongaro,Interno argentino,Rizzoli,Premio Napoli,,;;;;;;;
1992,Luca Doninelli,La revoca,Garzanti,Premio Napoli,,;;;;;;;
1993,Giuseppe Fiori,Uomini ex,Einaudi,Premio Napoli,,;;;;;;;
1994,Luce d'Eramo,Ultima luna,Mondadori,Premio Napoli,,;;;;;;;
1995,Dacia Maraini,Voci,Rizzoli,Premio Napoli,,;;;;;;;
1996,Ermanno Rea,Mistero napoletano,Einaudi,Premio Napoli,,;;;;;;;
1997,Elisabetta Rasy,Posillipo,Rizzoli,Premio Napoli,,;;;;;;;
1998,Gianni Riotta,Il principe delle nuvole,Rizzoli,Premio Napoli,,;;;;;;;
1999,Giuseppe Montesano,Nel corpo di Napoli,Mondadori,Premio Napoli,,;;;;;;;
2000,Melania G. Mazzucco,Lei così amata,Rizzoli,Premio Napoli,,;;;;;;;
2001,Domenico Starnone,Via Gemito,Feltrinelli,Premio Napoli,,;;;;;;;
2002,Dido Sacchettoni,Non ti alzerai dalla neve,Aragno,Premio Napoli,,;;;;;;;
2003,Antonio Pennacchi,Il fasciocomunista,Mondadori Supervincitore[2],Premio Napoli,,;;;;;;;
2003,Edoardo Albinati,Il ritorno. Diario di una missione in Afghanistan,Mondadori2003,Premio Napoli,,;;;;;;;
2003,Antonio Pascale,La manutenzione degli affetti,Einaudi,Premio Napoli,,;;;;;;;
2004,Gian Mario Villalta,Tuo figlio,Mondadori Supervincitore[2],Premio Napoli,,;;;;;;;
2004,Carmine Abate,La festa del ritorno,Mondadori,Premio Napoli,,;;;;;;;
2004,Valerio Magrelli,Nel condominio di carne,Einaudi,Premio Napoli,,;;;;;;;
2005,Antonio Debenedetti,E fu settembre,Rizzoli Supervincitore[2],Premio Napoli,,;;;;;;;
2005,Gianni Celati,Fata Morgana,Feltrinelli,Premio Napoli,,;;;;;;;
2005,Nicola Lagioia,Occidente per principianti,Einaudi,Premio Napoli,,;;;;;;;
2006,Bruno Arpaia,Il passato davanti a noi,Guanda Supervincitore[2],Premio Napoli,,;;;;;;;
2006,Antonella Moscati,Una quasi eternità,Nottetempo,Premio Napoli,,;;;;;;;
2006,Claudio Piersanti,Il ritorno a casa di Enrico Metz,Feltrinelli,Premio Napoli,,;;;;;;;
2007,Francesco Pecoraro,Dove credi di andare,Mondadori Libro dell'anno[3],Premio Napoli,,;;;;;;;
